code,display,definition,system_url,system_name
820,Administer within 15 minutes before meal,Administer within 15 minutes before meal,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
830,Administer within 30 mins before meal,Administer within 30 mins before meal,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
840,Apply at bedtime and leave on skin for 6-10 hours,Apply at bedtime and leave on skin for 6-10 hours,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
850,Apply on scalp at bedtime. Wash off the next morning,Apply on scalp at bedtime. Wash off the next morning,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
860,Can be mixed with food or drink,Can be mixed with food or drink,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
870,Day 1: Take 125 mg cap/tab once a day,Day 1: Take 125 mg cap/tab once a day,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
880,Dilute 1 part with 1 part warm water before use,Dilute 1 part with 1 part warm water before use,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
890,Dilute/Dissolve with __glass / __ml of water before drink,Dilute/Dissolve with __glass / __ml of water before drink,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
900,Dilute with 1 glass / 250ml of water before drink,Dilute with 1 glass / 250ml of water before drink,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
910,Dilute with 1 glass / 250ml of water/juice/milk and drink,Dilute with 1 glass / 250ml of water/juice/milk and drink,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
920,Discard 7 days after opening. EXP DATE:,Discard 7 days after opening. EXP DATE:,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
930,Dissolve 3 or 4 crystal in 500ml hot water. Inhale vapour,Dissolve 3 or 4 crystal in 500ml hot water. Inhale vapour,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
940,Dissolve in 1 glass / 250ml water and drink,Dissolve in 1 glass / 250ml water and drink,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
950,Dissolve in 1 L of water before use,Dissolve in 1 L of water before use,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
960,Dissolve ____ pack in ______ ML water,Dissolve ____ pack in ______ ML water,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
970,Dissolve ____ TABLET in ______ ML water,Dissolve ____ TABLET in ______ ML water,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
980,Do not eat/drink for 1 hour after use,Do not eat/drink for 1 hour after use,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
990,Keep in refrigerator -temp 2-8 C,Keep in refrigerator -temp 2-8 C,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1000,Leave for 10-15 mins and rinse thoroughly,Leave for 10-15 mins and rinse thoroughly,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1010,Leave overnight (8-14 hours) Wash thoroughly with warm water,Leave overnight (8-14 hours) Wash thoroughly with warm water,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1020,Pour 1 teaspoon to 500 ml of hot water. Inhale the vapour,Pour 1 teaspoon to 500 ml of hot water. Inhale the vapour,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1030,Shake well before use.,Shake well before use.,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1040,Take after meals to avoid gastric discomfort,Take after meals to avoid gastric discomfort,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1050,"Take for 4 weeks, rest or 2 weeks","Take for 4 weeks, rest or 2 weeks",http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1060,Take medicine as directed by doctor/pharmacist,Take medicine as directed by doctor/pharmacist,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1070,Take with a full glass / 250ml of water or juice,Take with a full glass / 250ml of water or juice,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1080,Use as directed by doctor/ pharmacist,Use as directed by doctor/ pharmacist,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
1090,Use as directed. Shake well before use,Use as directed. Shake well before use,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
